Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
2300.00,Dispute resolved for transaction TSG6LQIKJIW7,success,credit,TSG6LQIKJIW7,TSG6LQIKJIW7,4/16/25
2300.00,Bill payment to abuja_electric_postpaid for 2345678903,success,debit,T32HC0ZI7GO0,T32HC0ZI7GO0,4/16/25
500.00,,success,debit,T5IABXR3R65Z,T5IABXR3R65Z,4/16/25
3000.00,222,success,debit,TOG3WJ2Q9WAG,TOG3WJ2Q9WAG,4/17/25
10.00,222,success,debit,TOG3WJ2Q9WAG,TOG3WJ2Q9WAG,4/17/25
3000.00,KJSKS,success,debit,TKLKFX3KXWYR,TKLKFX3KXWYR,4/17/25
10.00,KJSKS,success,debit,TKLKFX3KXWYR,TKLKFX3KXWYR,4/17/25
3000.00,sdqwsdqw,success,debit,TUHZ0453IXZE,TUHZ0453IXZE,4/17/25
10.00,sdqwsdqw,success,debit,TUHZ0453IXZE,TUHZ0453IXZE,4/17/25
3000.00,bbb,success,debit,TBJM0OY4JSRT,TBJM0OY4JSRT,4/17/25
10.00,bbb,success,debit,TBJM0OY4JSRT,TBJM0OY4JSRT,4/17/25
20000.00,test,success,debit,TSHOX534R3ZW,TSHOX534R3ZW,4/17/25
10.00,test,success,debit,TSHOX534R3ZW,TSHOX534R3ZW,4/17/25
7000.00,test,success,debit,TZZZJ8XKHP10,TZZZJ8XKHP10,4/17/25
0.20,test,success,debit,TZZZJ8XKHP10,TZZZJ8XKHP10,4/17/25
350000.00,test,success,debit,TEFWPJULXTDW,TEFWPJULXTDW,4/17/25
10.00,test,success,debit,TEFWPJULXTDW,TEFWPJULXTDW,4/17/25
500000.00,test,success,debit,TNK00H42PQLP,TNK00H42PQLP,4/17/25
10.00,test,success,debit,TNK00H42PQLP,TNK00H42PQLP,4/17/25
130000.00,test,success,debit,TA2ZZJ34HFGJ,TA2ZZJ34HFGJ,4/17/25
10.00,test,success,debit,TA2ZZJ34HFGJ,TA2ZZJ34HFGJ,4/17/25
1000.00,bulk transfer,success,debit,TQN5NVDUZIM5,TQN5NVDUZIM5,4/18/25
10.00,bulk transfer,success,debit,TQN5NVDUZIM5,TQN5NVDUZIM5,4/18/25
1500.00,tet,success,debit,T16KRPFOGBSO,T16KRPFOGBSO,4/18/25
10.00,tet,success,debit,T16KRPFOGBSO,T16KRPFOGBSO,4/18/25
1800.00,Bill payment to waec for 1102003467,success,debit,T80U0BZIHVMU,T80U0BZIHVMU,4/18/25
500.00,,success,debit,TL0FM4O1Z1B4,TL0FM4O1Z1B4,4/18/25
1000.00,bulk transfer,success,debit,THP42SWE9X71,THP42SWE9X71,4/19/25
10.00,bulk transfer,success,debit,THP42SWE9X71,THP42SWE9X71,4/19/25
1500.00,tet,success,debit,T6KZY3G2A8JM,T6KZY3G2A8JM,4/19/25
10.00,tet,success,debit,T6KZY3G2A8JM,T6KZY3G2A8JM,4/19/25
1000.00,bulk transfer,success,debit,T5Y6OT8BDB5K,T5Y6OT8BDB5K,4/20/25
10.00,bulk transfer,success,debit,T5Y6OT8BDB5K,T5Y6OT8BDB5K,4/20/25
1500.00,tet,success,debit,TWSN5XIMNKVB,TWSN5XIMNKVB,4/20/25
10.00,tet,success,debit,TWSN5XIMNKVB,TWSN5XIMNKVB,4/20/25
3000.00,TEST,success,debit,TBVLZIRQF07P,TBVLZIRQF07P,4/20/25
10.00,TEST,success,debit,TBVLZIRQF07P,TBVLZIRQF07P,4/20/25
500.00,,success,debit,TB7318CB4DWV,TB7318CB4DWV,4/20/25
5512.00,test,success,debit,THTNAZQNH7ZA,THTNAZQNH7ZA,4/20/25
0.20,test,success,debit,THTNAZQNH7ZA,THTNAZQNH7ZA,4/20/25
1000.00,bulk transfer,success,debit,TTERJD41ZD93,TTERJD41ZD93,4/21/25
10.00,bulk transfer,success,debit,TTERJD41ZD93,TTERJD41ZD93,4/21/25
1500.00,tet,success,debit,T1UAOBCJ2WU2,T1UAOBCJ2WU2,4/21/25
10.00,tet,success,debit,T1UAOBCJ2WU2,T1UAOBCJ2WU2,4/21/25
5512.00,test,success,debit,T8XK1XI6XP6M,T8XK1XI6XP6M,4/21/25
0.21,test,success,debit,T8XK1XI6XP6M,T8XK1XI6XP6M,4/21/25
5512.00,test,success,debit,TJKCLZB4MS2O,TJKCLZB4MS2O,4/21/25
0.21,test,success,debit,TJKCLZB4MS2O,TJKCLZB4MS2O,4/21/25
500.00,Loan repayment for 01965a8d-672c-7331-975f-d54d745090c0,success,debit,TLXWL106Y9ZQ,TLXWL106Y9ZQ,4/21/25
1000.00,bulk transfer,success,debit,TMHEU2974U7P,TMHEU2974U7P,4/22/25
10.00,bulk transfer,success,debit,TMHEU2974U7P,TMHEU2974U7P,4/22/25
100.00,Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,debit,TTGCAKXXA7Z8,TTGCAKXXA7Z8,4/22/25
100.00,Funding for Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,credit,TZDWSTOZCVOZ,TZDWSTOZCVOZ,4/22/25
100.00,Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,debit,TZDWSTOZCVOZ,TZDWSTOZCVOZ,4/22/25
100.00,Funding for Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,credit,TVJ3WMF8MUW8,TVJ3WMF8MUW8,4/22/25
100.00,Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,debit,TVJ3WMF8MUW8,TVJ3WMF8MUW8,4/22/25
50.00,Funding for Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,credit,TWC7LMILF0GL,TWC7LMILF0GL,4/22/25
50.00,Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,debit,TWC7LMILF0GL,TWC7LMILF0GL,4/22/25
52.00,Funding for Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,credit,TK454A60C0GI,TK454A60C0GI,4/22/25
10.00,Sodiq,success,debit,Tozvvecvwam,Tozvvecvwam,1/10/25
52.00,Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,success,debit,TK454A60C0GI,TK454A60C0GI,4/22/25
65.00,Funding for Loan repayment for 01965b62-322e-700d-9c0f-d66f5234ddb1,failed,credit,THV30C2FZ7GB,THV30C2FZ7GB,4/22/25
123.00,,success,debit,TWM0EA4X4LOR,TWM0EA4X4LOR,4/22/25
123.00,,success,debit,T5U52QVGBH5X,T5U52QVGBH5X,4/22/25
123.00,,success,debit,TOP22COAHONQ,TOP22COAHONQ,4/22/25
1000.00,,success,credit,Tafwqkkmule,Tafwqkkmule,2/18/25
123.00,,success,debit,TKZ0CQOS87VO,TKZ0CQOS87VO,4/22/25
10000.00,,success,debit,Twfoownioni,Twfoownioni,2/25/25
1500.00,tet,success,debit,T6PW9AT98ZTB,T6PW9AT98ZTB,4/22/25
10.00,,success,debit,Tazftnsiifd,Tazftnsiifd,2/18/25
10.00,tet,success,debit,T6PW9AT98ZTB,T6PW9AT98ZTB,4/22/25
10.00,,success,debit,TD3ZIF21ESDD,TD3ZIF21ESDD,4/22/25
500.00,,success,debit,TE5VX8K3DJGN,TE5VX8K3DJGN,4/22/25
10.00,,success,debit,Tehfgcxlrad,Tehfgcxlrad,2/18/25
500.00,,success,debit,TL47EFJRETL4,TL47EFJRETL4,4/22/25
1800.00,Bill payment to waec for 1102003467,success,debit,Tywvgtedusw,Tywvgtedusw,2/21/25
5512.00,test,success,debit,T62P6JOWI481,T62P6JOWI481,4/22/25
0.21,test,success,debit,T62P6JOWI481,T62P6JOWI481,4/22/25
1000.00,bulk transfer,success,debit,TKFSTHBW2XPM,TKFSTHBW2XPM,4/23/25
10.00,bulk transfer,success,debit,TKFSTHBW2XPM,TKFSTHBW2XPM,4/23/25
100.00,Support,success,debit,TQVJQJ1NX1H0,TQVJQJ1NX1H0,4/23/25
50.00,Waiver,success,debit,TWZW1BJ822V3,TWZW1BJ822V3,4/23/25
1500.00,tet,success,debit,TIX338OJN0OT,TIX338OJN0OT,4/23/25
10.00,tet,success,debit,TIX338OJN0OT,TIX338OJN0OT,4/23/25
20.00,help,success,debit,TMZDRURGP9O5,TMZDRURGP9O5,4/23/25
500.00,Bill payment to mtn for 8160247584,success,debit,Tdzczluouzd,Tdzczluouzd,1/16/25
2300.00,Bill payment to abuja_electric_postpaid for 2345678903,success,debit,TY3Q0QDYQ441,TY3Q0QDYQ441,4/23/25
500.00,,success,debit,T8E9ZUCZ5OB3,T8E9ZUCZ5OB3,4/23/25
5512.00,test,success,debit,TVWUK2S1VGY6,TVWUK2S1VGY6,4/23/25
0.21,test,success,debit,TVWUK2S1VGY6,TVWUK2S1VGY6,4/23/25
1000.00,bulk transfer,success,debit,T6GBC43DO8P6,T6GBC43DO8P6,4/24/25
10.00,bulk transfer,success,debit,T6GBC43DO8P6,T6GBC43DO8P6,4/24/25
1500.00,tet,success,debit,TNMYOEGYXD17,TNMYOEGYXD17,4/24/25
10.00,tet,success,debit,TNMYOEGYXD17,TNMYOEGYXD17,4/24/25
2000.00,Test,success,debit,T7O8BK55M985,T7O8BK55M985,4/24/25
10.00,Test,success,debit,T7O8BK55M985,T7O8BK55M985,4/24/25
5000.00,test,success,debit,TJFBO4JHFGJL,TJFBO4JHFGJL,4/24/25
0.21,test,success,debit,TJFBO4JHFGJL,TJFBO4JHFGJL,4/24/25
100.00,payed with beg,success,debit,TILA3B79X4V7,TILA3B79X4V7,4/24/25
5512.00,test,success,debit,TUXV41TVHD33,TUXV41TVHD33,4/24/25
0.21,test,success,debit,TUXV41TVHD33,TUXV41TVHD33,4/24/25
2300.00,Bill payment to abuja_electric_postpaid for 2345678903,success,debit,TX5T6TI0SH03,TX5T6TI0SH03,4/25/25
10.00,Sodiq,failed,debit,TCKVTC3YNTIR,TCKVTC3YNTIR,4/6/25
100.00,,success,debit,Tzsgngtopqk,Tzsgngtopqk,1/30/25
2300.00,Bill payment to abuja_electric_postpaid for 2345678903,success,debit,TLGF38IEPCUY,TLGF38IEPCUY,4/25/25
100.00,Sodiq,success,debit,TXHBECAA7LOH,TXHBECAA7LOH,4/25/25
10.00,Sodiq,success,debit,TXHBECAA7LOH,TXHBECAA7LOH,4/25/25
100.00,Sodiq,success,debit,TQERCJXEFW0T,TQERCJXEFW0T,4/25/25
